,game,model,experiment,episode,metric,value
3700,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Generated Expression Length,60.0
3701,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Generated Expression Number of Tokens,11.0
3702,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Aborted at Player 1,0.0
3703,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Aborted at Player 2,1.0
3704,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Request Count,2.0
3705,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Parsed Request Count,1.0
3706,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Violated Request Count,1.0
3707,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Aborted,1.0
3708,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Success,
3709,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Lose,
3710,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Main Score,
3711,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_26,Request Success Ratio,0.5
3712,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Generated Expression Length,58.0
3713,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Generated Expression Number of Tokens,10.0
3714,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Aborted at Player 1,0.0
3715,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Aborted at Player 2,1.0
3716,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Request Count,2.0
3717,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Parsed Request Count,1.0
3718,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Violated Request Count,1.0
3719,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Aborted,1.0
3720,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Success,
3721,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Lose,
3722,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Main Score,
3723,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_1,Request Success Ratio,0.5
3724,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Generated Expression Length,58.0
3725,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Generated Expression Number of Tokens,10.0
3726,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Aborted at Player 1,0.0
3727,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Aborted at Player 2,1.0
3728,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Request Count,2.0
3729,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Parsed Request Count,1.0
3730,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Violated Request Count,1.0
3731,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Aborted,1.0
3732,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Success,
3733,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Lose,
3734,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Main Score,
3735,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_29,Request Success Ratio,0.5
3736,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Generated Expression Length,58.0
3737,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Generated Expression Number of Tokens,10.0
3738,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Aborted at Player 1,0.0
3739,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Aborted at Player 2,0.0
3740,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Request Count,2.0
3741,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Parsed Request Count,2.0
3742,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Violated Request Count,0.0
3743,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Aborted,0.0
3744,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Success,1.0
3745,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Lose,0.0
3746,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Main Score,100.0
3747,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_27,Request Success Ratio,1.0
3748,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Generated Expression Length,58.0
3749,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Generated Expression Number of Tokens,10.0
3750,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Aborted at Player 1,0.0
3751,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Aborted at Player 2,1.0
3752,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Request Count,2.0
3753,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Parsed Request Count,1.0
3754,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Violated Request Count,1.0
3755,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Aborted,1.0
3756,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Success,
3757,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Lose,
3758,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Main Score,
3759,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_12,Request Success Ratio,0.5
3760,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Generated Expression Length,58.0
3761,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Generated Expression Number of Tokens,10.0
3762,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Aborted at Player 1,0.0
3763,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Aborted at Player 2,1.0
3764,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Request Count,2.0
3765,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Parsed Request Count,1.0
3766,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Violated Request Count,1.0
3767,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Aborted,1.0
3768,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Success,
3769,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Lose,
3770,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Main Score,
3771,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_13,Request Success Ratio,0.5
3772,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Generated Expression Length,60.0
3773,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Generated Expression Number of Tokens,11.0
3774,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Aborted at Player 1,0.0
3775,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Aborted at Player 2,1.0
3776,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Request Count,2.0
3777,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Parsed Request Count,1.0
3778,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Violated Request Count,1.0
3779,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Aborted,1.0
3780,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Success,
3781,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Lose,
3782,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Main Score,
3783,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_18,Request Success Ratio,0.5
3784,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Generated Expression Length,58.0
3785,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Generated Expression Number of Tokens,10.0
3786,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Aborted at Player 1,0.0
3787,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Aborted at Player 2,1.0
3788,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Request Count,2.0
3789,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Parsed Request Count,1.0
3790,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Violated Request Count,1.0
3791,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Aborted,1.0
3792,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Success,
3793,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Lose,
3794,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Main Score,
3795,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_8,Request Success Ratio,0.5
3796,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Generated Expression Length,60.0
3797,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Generated Expression Number of Tokens,10.0
3798,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Aborted at Player 1,0.0
3799,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Aborted at Player 2,1.0
3800,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Request Count,2.0
3801,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Parsed Request Count,1.0
3802,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Violated Request Count,1.0
3803,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Aborted,1.0
3804,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Success,
3805,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Lose,
3806,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Main Score,
3807,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_4,Request Success Ratio,0.5
3808,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Generated Expression Length,60.0
3809,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Generated Expression Number of Tokens,10.0
3810,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Aborted at Player 1,0.0
3811,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Aborted at Player 2,1.0
3812,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Request Count,2.0
3813,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Parsed Request Count,1.0
3814,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Violated Request Count,1.0
3815,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Aborted,1.0
3816,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Success,
3817,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Lose,
3818,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Main Score,
3819,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_5,Request Success Ratio,0.5
3820,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Generated Expression Length,58.0
3821,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Generated Expression Number of Tokens,10.0
3822,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Aborted at Player 1,0.0
3823,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Aborted at Player 2,1.0
3824,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Request Count,2.0
3825,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Parsed Request Count,1.0
3826,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Violated Request Count,1.0
3827,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Aborted,1.0
3828,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Success,
3829,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Lose,
3830,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Main Score,
3831,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_0,Request Success Ratio,0.5
3832,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Generated Expression Length,59.0
3833,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Generated Expression Number of Tokens,11.0
3834,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Aborted at Player 1,0.0
3835,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Aborted at Player 2,1.0
3836,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Request Count,2.0
3837,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Parsed Request Count,1.0
3838,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Violated Request Count,1.0
3839,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Aborted,1.0
3840,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Success,
3841,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Lose,
3842,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Main Score,
3843,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_11,Request Success Ratio,0.5
3844,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Generated Expression Length,60.0
3845,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Generated Expression Number of Tokens,11.0
3846,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Aborted at Player 1,0.0
3847,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Aborted at Player 2,1.0
3848,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Request Count,2.0
3849,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Parsed Request Count,1.0
3850,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Violated Request Count,1.0
3851,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Aborted,1.0
3852,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Success,
3853,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Lose,
3854,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Main Score,
3855,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_20,Request Success Ratio,0.5
3856,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Generated Expression Length,59.0
3857,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Generated Expression Number of Tokens,11.0
3858,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Aborted at Player 1,0.0
3859,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Aborted at Player 2,1.0
3860,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Request Count,2.0
3861,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Parsed Request Count,1.0
3862,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Violated Request Count,1.0
3863,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Aborted,1.0
3864,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Success,
3865,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Lose,
3866,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Main Score,
3867,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_9,Request Success Ratio,0.5
3868,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Generated Expression Length,59.0
3869,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Generated Expression Number of Tokens,11.0
3870,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Aborted at Player 1,0.0
3871,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Aborted at Player 2,1.0
3872,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Request Count,2.0
3873,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Parsed Request Count,1.0
3874,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Violated Request Count,1.0
3875,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Aborted,1.0
3876,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Success,
3877,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Lose,
3878,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Main Score,
3879,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,0_line_grids_rows,episode_23,Request Success Ratio,0.5
3880,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Generated Expression Length,58.0
3881,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Generated Expression Number of Tokens,10.0
3882,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Aborted at Player 1,0.0
3883,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Aborted at Player 2,0.0
3884,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Request Count,2.0
3885,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Parsed Request Count,2.0
3886,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Violated Request Count,0.0
3887,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Aborted,0.0
3888,referencegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,4_shape_grids,episode_17,Success,0.0
