,game,model,experiment,episode,metric,value
645,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Average Generated Instruction Length,
646,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Average Generated Expression Number of Tokens,
647,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Success,0.0
648,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Lose,0.0
649,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Aborted,1.0
650,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Aborted at Player 1,0.0
651,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Aborted at Player 2,1.0
652,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Request Count,10.0
653,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Violated Request Count,1.0
654,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Parsed Request Count,9.0
655,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_17,Request Success Ratio,0.9
656,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Precision,0.0
657,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Recall,0.0
658,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,F1,0.0
659,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Main Score,0.0
660,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Average Changed Cell Count,1.0
661,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Average Generated Instruction Length,40.6667
662,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Average Generated Expression Number of Tokens,7.0
663,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Success,0.0
664,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Lose,1.0
665,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Aborted,0.0
666,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Aborted at Player 1,0.0
667,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Aborted at Player 2,0.0
668,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Request Count,6.0
669,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Violated Request Count,0.0
670,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Parsed Request Count,6.0
671,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_2,Request Success Ratio,1.0
672,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Precision,
673,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Recall,
674,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,F1,
675,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Main Score,
676,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Average Changed Cell Count,
677,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Average Generated Instruction Length,
678,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Average Generated Expression Number of Tokens,
679,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Success,0.0
680,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Lose,0.0
681,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Aborted,1.0
682,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Aborted at Player 1,1.0
683,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Aborted at Player 2,0.0
684,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Request Count,11.0
685,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Violated Request Count,1.0
686,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Parsed Request Count,10.0
687,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_14,Request Success Ratio,0.9091
688,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Precision,33.0
689,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Recall,11.0
690,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,F1,17.0
691,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Main Score,17.0
692,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Average Changed Cell Count,0.3333
693,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Average Generated Instruction Length,35.6667
694,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Average Generated Expression Number of Tokens,6.0
695,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Success,0.0
696,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Lose,1.0
697,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Aborted,0.0
698,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Aborted at Player 1,0.0
699,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Aborted at Player 2,0.0
700,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Request Count,6.0
701,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Violated Request Count,0.0
702,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Parsed Request Count,6.0
703,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_16,Request Success Ratio,1.0
704,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Precision,33.0
705,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Recall,20.0
706,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,F1,25.0
707,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Main Score,25.0
708,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Average Changed Cell Count,1.0
709,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Average Generated Instruction Length,33.0
710,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Average Generated Expression Number of Tokens,5.5
711,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Success,0.0
712,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Lose,1.0
713,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Aborted,0.0
714,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Aborted at Player 1,0.0
715,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Aborted at Player 2,0.0
716,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Request Count,4.0
717,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Violated Request Count,0.0
718,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Parsed Request Count,4.0
719,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_7,Request Success Ratio,1.0
720,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Precision,0.0
721,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Recall,0.0
722,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,F1,0.0
723,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Main Score,0.0
724,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Average Changed Cell Count,2.0
725,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Average Generated Instruction Length,40.75
726,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Average Generated Expression Number of Tokens,7.0
727,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Success,0.0
728,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Lose,1.0
729,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Aborted,0.0
730,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Aborted at Player 1,0.0
731,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Aborted at Player 2,0.0
732,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Request Count,8.0
733,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Violated Request Count,0.0
734,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Parsed Request Count,8.0
735,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_10,Request Success Ratio,1.0
736,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Precision,0.0
737,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Recall,0.0
738,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,F1,0.0
739,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Main Score,0.0
740,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Average Changed Cell Count,1.75
741,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Average Generated Instruction Length,40.5
742,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Average Generated Expression Number of Tokens,7.0
743,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Success,0.0
744,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Lose,1.0
745,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Aborted,0.0
746,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Aborted at Player 1,0.0
747,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Aborted at Player 2,0.0
748,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Request Count,8.0
749,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Violated Request Count,0.0
750,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Parsed Request Count,8.0
751,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_19,Request Success Ratio,1.0
752,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Precision,0.0
753,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Recall,0.0
754,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,F1,0.0
755,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Main Score,0.0
756,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Average Changed Cell Count,0.5
757,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Average Generated Instruction Length,41.0
758,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Average Generated Expression Number of Tokens,7.0
759,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Success,0.0
760,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Lose,1.0
761,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Aborted,0.0
762,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Aborted at Player 1,0.0
763,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Aborted at Player 2,0.0
764,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Request Count,4.0
765,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Violated Request Count,0.0
766,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Parsed Request Count,4.0
767,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_6,Request Success Ratio,1.0
768,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Precision,
769,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Recall,
770,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,F1,
771,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Main Score,
772,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Average Changed Cell Count,
773,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Average Generated Instruction Length,
774,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Average Generated Expression Number of Tokens,
775,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Success,0.0
776,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Lose,0.0
777,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Aborted,1.0
778,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Aborted at Player 1,0.0
779,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Aborted at Player 2,1.0
780,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Request Count,8.0
781,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Violated Request Count,1.0
782,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Parsed Request Count,7.0
783,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_15,Request Success Ratio,0.875
784,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Precision,0.0
785,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Recall,0.0
786,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,F1,0.0
787,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Main Score,0.0
788,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Average Changed Cell Count,0.5
789,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Average Generated Instruction Length,33.5
790,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Average Generated Expression Number of Tokens,5.5
791,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Success,0.0
792,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Lose,1.0
793,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Aborted,0.0
794,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Aborted at Player 1,0.0
795,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Aborted at Player 2,0.0
796,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Request Count,4.0
797,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Violated Request Count,0.0
798,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Parsed Request Count,4.0
799,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_3,Request Success Ratio,1.0
800,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Precision,0.0
801,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Recall,0.0
802,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,F1,0.0
803,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Main Score,0.0
804,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Average Changed Cell Count,2.3333
805,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Average Generated Instruction Length,40.6667
806,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Average Generated Expression Number of Tokens,7.0
807,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Success,0.0
808,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Lose,1.0
809,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Aborted,0.0
810,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Aborted at Player 1,0.0
811,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Aborted at Player 2,0.0
812,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Request Count,6.0
813,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Violated Request Count,0.0
814,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Parsed Request Count,6.0
815,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_1,Request Success Ratio,1.0
816,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Precision,0.0
817,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Recall,0.0
818,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,F1,0.0
819,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Main Score,0.0
820,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Average Changed Cell Count,0.5
821,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Average Generated Instruction Length,33.5
822,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Average Generated Expression Number of Tokens,5.5
823,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Success,0.0
824,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Lose,1.0
825,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Aborted,0.0
826,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Aborted at Player 1,0.0
827,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Aborted at Player 2,0.0
828,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Request Count,4.0
829,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Violated Request Count,0.0
830,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Parsed Request Count,4.0
831,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_12,Request Success Ratio,1.0
832,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Precision,0.0
833,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Recall,0.0
834,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,F1,0.0
835,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Main Score,0.0
836,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Average Changed Cell Count,1.24
837,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Average Generated Instruction Length,46.48
838,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Average Generated Expression Number of Tokens,7.0
839,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Success,0.0
840,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Lose,1.0
841,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Aborted,0.0
842,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Aborted at Player 1,0.0
843,imagegame,Qwen1.5-72B-Chat-t0.0--Qwen1.5-72B-Chat-t0.0,1_random_grids,episode_13,Aborted at Player 2,0.0
